EmployeeID,DateOfHire,DateOfBirth,Age ,Age Group,Gender,Salary Category,Department,Experience Level,JobTitle,Employment Status,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
2223,08-01-2024,24-12-1968,57,Senior,Non-Binary,High,HR,Senior,"Presenter, broadcasting",Active,740,Emily Holloway,Manager,20,3,2,115847.99,14191.31,6,10,18,43,7,Recruiter,1.46,Active Employee,Still Working ,No Promotion ,Thomas G,19,0,19,No,3,4.41,Medium,Diverse,65.17,5790.91,44,Yes,52,3.22
2224,26-10-2024,10-12-2002,23,Young,Male,Medium,IT,Mid Level,"Lecturer, higher education",Terminated,312,Erik White,Manager,3,5,5,48487.72,17739.91,4,5,62,22,0,Job Board,4.27,07-11-2024,None,25-12-2024,Arun S,19,4,2,Yes,5,2,Medium,Diverse,70.43,9341.49,16,Yes,50,3.17
2225,20-05-2017,27-09-1972,53,Senior,Female,Medium,Finance,Fresher,Writer,Active,615,Brady Martinez,Manager,19,15,1,40158.81,4267.18,2,6,38,40,4,Job Board,2.98,Active Employee,Still Working ,11-05-2021,Arun S,37,5,18,Yes,4,2.39,Medium,Non-Diverse,77.46,3412.54,31,Yes,51,9.45
2226,13-11-2024,30-06-1979,46,Senior,Non-Binary,High,Finance,Fresher,"Administrator, local government",On Leave,116,Lisa Burke,VP,12,18,1,117537.14,8222.49,2,10,33,32,3,Job Board,3.07,Active Employee,Still Working ,No Promotion ,Thomas G,44,1,3,Yes,2,1.49,Low,Diverse,60.43,4831.41,41,No,52,9.48
2227,06-10-2024,04-07-1973,52,Senior,Non-Binary,High,HR,Senior,Audiological scientist,Terminated,116,Stephen Jones,VP,2,1,2,99963.55,17618.82,7,2,26,26,8,Job Board,3.8,09-01-2025,Resignation,No Promotion ,Thomas G,11,5,5,No,1,1.91,High,Diverse,81.29,5222.94,59,No,56,7.39
2228,01-06-2019,10-03-1960,66,Senior,Non-Binary,High,IT,Senior,Intelligence analyst,Terminated,181,Erika Wright,Manager,3,18,5,116513.77,6699.95,10,8,94,29,2,Referral,2.3,30-12-2021,Retirement,No Promotion ,Patrick,43,2,14,Yes,3,2.24,Medium,Non-Diverse,86.47,8901.16,30,Yes,51,2.97
2229,08-04-2024,03-10-2004,21,Young,Male,High,Marketing,Mid Level,Product/process development scientist,On Leave,415,Adam Henderson,Manager,16,8,5,72020.36,13296.12,5,3,76,1,8,Walk-in,4.51,Active Employee,Still Working ,20-01-2025,Arun S,42,3,3,Yes,4,1.77,High,Diverse,69.82,2736.3,43,Yes,30,1.01
2230,15-03-2016,08-08-1982,43,Mid Age,Female,Medium,Finance,Fresher,"Surveyor, land/geomatics",Terminated,754,Jeffrey Harvey,VP,11,0,1,30736.4,277.94,2,9,62,28,6,Walk-in,2.96,06-01-2025,Resignation,No Promotion ,Thomas G,42,4,3,Yes,0,4.12,High,Non-Diverse,82.87,6322.33,16,No,31,1.9
2231,25-02-2022,05-02-2001,25,Young,Male,Medium,Finance,Senior,"Designer, multimedia",Terminated,306,Robert Santiago,VP,14,4,1,36084.56,7054.49,10,7,87,24,1,Recruiter,4.48,14-09-2022,Resignation,11-09-2024,Patrick,28,1,13,Yes,2,4.93,Low,Diverse,92.8,1975.29,22,Yes,32,3.46
2232,26-12-2015,08-09-2005,20,Young,Female,Medium,IT,Mid Level,Counselling psychologist,Terminated,419,Bradley Mckinney Jr.,VP,0,11,3,40362.78,6798.03,3,1,35,10,7,Referral,2.21,25-06-2019,Resignation,10-11-2021,Thomas G,18,5,2,No,3,1.29,High,Non-Diverse,85.69,3436.87,43,Yes,55,5.32
2233,16-02-2019,04-01-1990,36,Mid Age,Female,High,HR,Senior,Nutritional therapist,On Leave,898,Tiffany Rivera,VP,7,18,1,96939.48,4594.97,10,6,2,46,6,Walk-in,2.45,Active Employee,Still Working ,14-06-2024,Arun S,36,1,17,No,5,2.43,Medium,Diverse,70.7,2301,41,No,40,7.34
2234,05-12-2021,21-03-1966,60,Senior,Non-Binary,High,HR,Senior,"Editor, commissioning",Terminated,375,Don Bradley,Manager,11,17,3,114163.08,4576.75,9,0,59,3,1,Recruiter,3.39,23-10-2022,None,No Promotion ,Patrick,24,1,11,Yes,5,4.45,High,Non-Diverse,63.62,8761.15,21,No,49,8.05
2235,01-02-2017,09-02-1959,67,Senior,Non-Binary,High,Finance,Mid Level,"Accountant, chartered public finance",Terminated,447,Spencer Hoover,Director,15,14,5,106215.27,12963.33,5,2,67,19,5,Referral,3.12,20-06-2022,Retirement,No Promotion ,Patrick,12,1,11,Yes,3,1.28,Medium,Diverse,76.56,8190.26,47,No,52,3.37
2236,04-09-2016,27-04-1962,64,Senior,Female,Medium,Finance,Mid Level,Education administrator,On Leave,532,Kathryn Martin,Director,13,16,1,60649.78,8803.68,5,3,78,5,14,Walk-in,3.49,Active Employee,Still Working ,11-03-2017,Thomas G,23,3,0,Yes,2,3.73,High,Non-Diverse,61.1,3878.98,16,Yes,38,7.11
2237,29-09-2016,29-03-1963,63,Senior,Non-Binary,High,HR,Mid Level,Waste management officer,On Leave,705,Patricia Ortiz,Manager,11,10,4,103714.49,7104.25,5,10,41,28,15,Referral,3.48,Active Employee,Still Working ,No Promotion ,Arun S,16,4,11,Yes,5,2.1,Medium,Diverse,72.48,2992.22,5,Yes,52,4.38
2238,07-04-2017,16-10-2001,24,Young,Non-Binary,High,IT,Senior,Environmental education officer,Active,795,Kelly Avila,Manager,13,15,1,109298.41,3843.76,8,6,34,49,2,Referral,2.02,Active Employee,Still Working ,No Promotion ,Thomas G,43,1,13,No,3,2.64,High,Non-Diverse,53.92,5384.91,10,No,43,8.52
2239,13-03-2022,20-03-1965,61,Senior,Female,Medium,Marketing,Senior,"Education officer, community",On Leave,583,Laura Blake,Director,1,20,1,31595.39,13311.41,7,9,25,31,17,Walk-in,2.2,Active Employee,Still Working ,No Promotion ,Patrick,24,4,4,No,2,1.27,High,Non-Diverse,92.08,9719.55,42,Yes,33,9.43
2240,21-10-2024,27-07-1997,28,Young,Male,Medium,HR,Mid Level,"Physicist, medical",Active,5,Lisa Maynard,Director,20,13,2,49673.01,10113.18,3,7,96,21,18,Referral,1.84,Active Employee,Still Working ,No Promotion ,Arun S,22,1,18,Yes,1,1.56,High,Non-Diverse,99.26,6034.93,26,Yes,47,8.45
2241,24-10-2016,01-11-1987,38,Mid Age,Male,Medium,IT,Fresher,Adult guidance worker,Active,176,Matthew Parsons,Manager,10,8,5,40719.04,10294.55,0,1,68,13,19,Recruiter,4.01,Active Employee,Still Working ,No Promotion ,Patrick,36,2,15,Yes,1,2.24,Medium,Non-Diverse,83.93,7695.89,60,Yes,49,8.16
2242,06-03-2024,14-07-2000,25,Young,Female,High,IT,Senior,Travel agency manager,On Leave,437,Tristan Taylor,Manager,9,16,4,93370.86,17006.97,10,4,39,4,3,Referral,2.92,Active Employee,Still Working ,No Promotion ,Patrick,29,1,8,No,5,1.91,High,Non-Diverse,69.34,6031.27,20,Yes,48,5.35
2243,03-04-2018,30-10-1963,62,Senior,Non-Binary,High,Sales,Senior,Dance movement psychotherapist,On Leave,162,Keith Williams,Manager,10,19,3,72981.46,18517.92,6,9,64,19,13,Walk-in,2.19,Active Employee,Still Working ,No Promotion ,Thomas G,14,1,19,No,1,3.37,Medium,Non-Diverse,50.73,9902.36,52,No,33,2.16
2244,16-09-2020,11-04-1988,38,Mid Age,Non-Binary,Medium,Marketing,Mid Level,Health service manager,Terminated,630,Shane Velasquez,VP,13,9,4,44709.08,3879.48,4,4,81,32,2,Job Board,1.12,22-03-2023,None,01-10-2023,Patrick,26,1,6,Yes,1,2.91,Medium,Non-Diverse,68.02,8543.46,19,No,39,5.79
2245,14-09-2019,24-07-1997,28,Young,Non-Binary,High,Marketing,Mid Level,Ceramics designer,Terminated,254,Tamara Estrada,Manager,13,13,2,97488.34,6316.16,4,1,24,24,4,Job Board,1.14,21-12-2024,None,04-05-2024,Patrick,25,1,3,Yes,5,4.66,High,Diverse,71.22,1159.32,54,Yes,53,4.76
2246,31-12-2017,15-04-1968,58,Senior,Male,Medium,Sales,Mid Level,Chartered accountant,Terminated,661,Elizabeth Allen,Director,6,20,5,66509.02,935.09,3,1,42,19,4,Walk-in,2.24,02-03-2018,Layoff,No Promotion ,Arun S,23,5,6,Yes,0,4.84,Medium,Diverse,84.97,2383.08,14,Yes,35,7.53
2247,29-10-2019,06-10-1959,66,Senior,Female,High,Sales,Senior,English as a second language teacher,Active,117,Matthew Morales,Director,13,7,4,100175.68,13226.21,7,7,63,0,15,Referral,2.36,Active Employee,Still Working ,05-02-2020,Patrick,19,0,5,Yes,1,1.64,High,Non-Diverse,69.33,7137.51,39,No,49,1.82
2248,06-01-2023,06-01-1988,38,Mid Age,Male,Medium,Sales,Mid Level,"Production designer, theatre/television/film",On Leave,812,Andrew Hammond,Manager,2,7,5,60843.19,6432.21,5,4,21,19,3,Referral,1.01,Active Employee,Still Working ,No Promotion ,Thomas G,28,5,9,Yes,1,1.07,Low,Diverse,54,9783.18,46,Yes,58,2.9
2249,07-06-2018,08-10-2002,23,Young,Male,High,IT,Senior,Contracting civil engineer,Active,903,Chad Wilkerson,Manager,20,11,1,84092.09,10029.62,8,2,85,12,13,Walk-in,4.95,Active Employee,Still Working ,No Promotion ,Arun S,38,5,18,No,2,2.08,Low,Non-Diverse,79.59,8767.14,8,No,34,6.84
2250,10-11-2019,18-05-1981,45,Senior,Non-Binary,High,Finance,Senior,Accounting technician,Active,54,Vanessa Scott,VP,14,12,5,98949.85,10731.93,7,1,7,20,7,Referral,1.46,Active Employee,Still Working ,No Promotion ,Patrick,25,4,19,Yes,0,4.61,Low,Diverse,88.7,2771.48,7,Yes,31,5.28
2251,22-10-2020,27-01-1976,50,Senior,Female,Medium,HR,Senior,Engineering geologist,Active,595,Lisa Daniels,Manager,0,14,3,34159.65,12221.08,7,7,67,12,6,Referral,1.55,Active Employee,Still Working ,07-11-2022,Thomas G,47,5,6,Yes,1,3.96,Medium,Non-Diverse,90.38,3159.95,23,Yes,52,3.03
2252,10-11-2018,30-03-1991,35,Mid Age,Non-Binary,High,IT,Mid Level,Financial trader,On Leave,504,Brooke Harmon,Director,20,15,5,106522.24,8503.27,4,0,7,19,3,Referral,2.88,Active Employee,Still Working ,01-07-2020,Patrick,16,2,0,Yes,3,2.02,Low,Diverse,94.06,6373.54,11,Yes,45,9.96
2253,22-10-2021,07-02-1998,28,Young,Female,High,Sales,Senior,Purchasing manager,Terminated,224,Mark Owens,Manager,20,4,3,80583.95,15406.15,10,9,87,42,13,Recruiter,2.19,17-07-2024,Layoff,No Promotion ,Arun S,42,4,15,No,4,2.04,High,Diverse,91.76,9968.92,21,Yes,54,5.46
2254,05-01-2017,13-12-1985,40,Mid Age,Non-Binary,High,Sales,Mid Level,"Presenter, broadcasting",On Leave,14,Jacob Dixon,Director,17,18,2,119301.49,17921.95,5,2,16,16,9,Walk-in,3.27,Active Employee,Still Working ,01-02-2020,Patrick,32,5,4,No,2,3.21,Low,Non-Diverse,71.92,6716.88,53,Yes,36,7.44
2255,26-05-2021,12-07-1978,47,Senior,Female,High,IT,Fresher,Printmaker,On Leave,841,Patrick Brown,Manager,7,2,2,78007.71,12581.94,0,9,34,15,7,Job Board,1.36,Active Employee,Still Working ,18-08-2021,Thomas G,26,3,12,Yes,0,1.43,Low,Non-Diverse,51.07,8693.62,56,No,55,5.7
2256,03-06-2019,31-07-1987,38,Mid Age,Non-Binary,High,IT,Fresher,Production manager,On Leave,404,Theresa Carney,VP,6,6,4,97379.38,18606.89,2,4,40,10,1,Job Board,1.02,Active Employee,Still Working ,No Promotion ,Patrick,50,4,7,Yes,0,4.6,High,Diverse,82.22,5704.64,12,No,41,8.72
2257,09-11-2016,15-07-1978,47,Senior,Non-Binary,High,Sales,Senior,Merchant navy officer,Active,593,Rachel Baker,Manager,20,17,4,107633.83,16567.96,6,9,21,5,16,Walk-in,4.89,Active Employee,Still Working ,No Promotion ,Patrick,44,1,7,No,1,2.93,Low,Non-Diverse,76.52,6013.98,57,No,34,2.61
2258,15-06-2019,21-08-1980,45,Senior,Non-Binary,Medium,IT,Senior,"Editor, film/video",On Leave,607,Alexander Jackson,Manager,1,1,2,69607.27,13470.74,10,9,83,7,0,Recruiter,1.45,Active Employee,Still Working ,21-08-2022,Thomas G,6,5,12,No,1,4.86,Low,Non-Diverse,73.94,3191.33,46,No,34,9.52
2259,25-12-2023,16-10-2002,23,Young,Male,High,Sales,Senior,"Engineer, control and instrumentation",On Leave,488,Samantha Olsen,Director,14,2,3,76618.73,8427.08,9,3,13,17,6,Recruiter,3.94,Active Employee,Still Working ,20-01-2025,Arun S,23,0,17,No,4,3.5,Low,Diverse,91,6856.8,43,Yes,60,8.93
2260,22-05-2016,26-05-1982,43,Mid Age,Male,High,Finance,Senior,"Programmer, multimedia",On Leave,259,Harold Benson,Manager,5,3,1,77901.46,8595.3,8,7,97,47,6,Job Board,4.31,Active Employee,Still Working ,16-02-2023,Thomas G,35,4,13,No,5,1.19,Medium,Non-Diverse,93.06,2270.89,28,No,47,3.34
2261,21-11-2016,27-02-1968,58,Senior,Male,High,IT,Mid Level,Educational psychologist,Active,760,Tyrone Smith,Director,3,11,1,75944.32,13695.03,3,3,72,34,20,Job Board,1.88,Active Employee,Still Working ,No Promotion ,Arun S,45,1,20,No,4,1.7,Low,Diverse,75.27,5871.53,54,Yes,33,4.16
2262,24-03-2023,13-02-1970,56,Senior,Male,High,IT,Mid Level,Media planner,Terminated,741,David Castro,VP,4,1,1,92692.04,10529.26,5,4,87,22,6,Walk-in,1.19,05-08-2024,Retirement,No Promotion ,Thomas G,17,2,7,Yes,4,2.69,High,Diverse,72.23,5574.77,52,No,34,7.95
2263,07-04-2016,08-02-1989,37,Mid Age,Female,Medium,HR,Mid Level,Technical sales engineer,Terminated,970,Amanda Stewart,Director,2,8,5,61501.42,837.95,5,2,67,31,13,Job Board,2.54,28-05-2023,Layoff,No Promotion ,Patrick,11,2,14,No,4,3.1,High,Diverse,64.56,6811.35,38,Yes,42,4.68
2264,23-09-2024,20-12-2006,19,Young,Male,High,Marketing,Mid Level,Information officer,Terminated,831,Emily Robinson,VP,13,7,5,74210.01,1920.44,4,5,64,41,6,Recruiter,3.2,23-12-2024,None,06-01-2025,Arun S,19,0,19,Yes,3,3.22,Medium,Diverse,91.2,6631.24,19,No,51,1.46
2265,18-02-2017,11-09-1959,66,Senior,Female,High,Finance,Senior,Sports therapist,Terminated,680,Breanna Alexander,Director,10,10,2,116277.89,17160.97,9,9,2,36,12,Recruiter,1.16,21-12-2024,Layoff,No Promotion ,Arun S,38,0,16,Yes,0,1.18,Medium,Non-Diverse,95.73,5393.74,20,No,54,7.72
2266,24-07-2016,04-10-1987,38,Mid Age,Male,High,IT,Senior,"Sound technician, broadcasting/film/video",Active,864,Kenneth Curry,Manager,7,8,4,119351.37,12930.25,7,1,28,34,5,Referral,4.83,Active Employee,Still Working ,27-07-2020,Arun S,20,2,14,Yes,0,3.27,Low,Non-Diverse,90.64,8260.37,42,Yes,42,9.03
2267,19-03-2021,25-05-1963,63,Senior,Male,High,IT,Mid Level,Midwife,Terminated,392,William Erickson,Manager,8,4,5,72415.86,799.95,4,10,88,34,11,Walk-in,3.59,22-09-2021,Resignation,06-12-2024,Arun S,29,2,17,No,0,1.68,High,Non-Diverse,70.11,1323.4,41,Yes,38,1.14
2268,07-11-2024,07-01-1995,31,Mid Age,Female,High,Sales,Fresher,Oceanographer,On Leave,177,Melissa Henderson,VP,13,11,1,98973.66,16386.51,1,2,52,22,6,Recruiter,1.47,Active Employee,Still Working ,24-12-2024,Arun S,38,1,11,No,5,3.75,Medium,Non-Diverse,87,3608.78,13,No,36,7.79
2269,02-05-2015,21-07-1977,48,Senior,Non-Binary,High,Finance,Fresher,Adult nurse,Active,487,John Pena,Manager,18,20,4,103842.23,13608.95,2,6,48,8,2,Job Board,1.21,Active Employee,Still Working ,27-11-2022,Thomas G,32,5,5,Yes,0,3.49,Medium,Non-Diverse,65.68,8515.97,13,Yes,30,7.95
2270,14-07-2017,15-03-1997,29,Young,Female,High,Sales,Senior,Mechanical engineer,On Leave,402,Samuel Campbell,Manager,9,6,5,95053.17,916.51,10,3,70,16,18,Recruiter,4.94,Active Employee,Still Working ,07-05-2019,Arun S,31,5,16,No,1,1.13,High,Diverse,56.21,5836.68,27,No,35,7.32
2271,30-10-2019,08-04-1970,56,Senior,Female,High,Finance,Senior,Industrial/product designer,Active,90,Matthew Jones,VP,13,9,3,107424.83,15668.3,9,10,42,24,12,Job Board,1.81,Active Employee,Still Working ,01-05-2023,Patrick,5,5,20,No,0,4.16,Low,Non-Diverse,73.73,9301.18,58,No,56,3.82
2272,08-06-2023,27-10-1959,66,Senior,Female,High,Sales,Fresher,Customer service manager,Terminated,929,James Coleman,Manager,2,1,2,113814.36,6405.61,2,4,37,30,4,Recruiter,1.66,13-06-2024,None,No Promotion ,Arun S,21,5,3,No,4,4.61,Medium,Non-Diverse,68.8,9002.71,29,No,53,2.22
2273,26-05-2021,18-05-1963,63,Senior,Female,Medium,Sales,Senior,Civil Service fast streamer,On Leave,481,Stephanie Valdez,VP,3,4,2,57713.13,11123.38,8,5,72,7,20,Referral,1.12,Active Employee,Still Working ,19-12-2021,Patrick,36,1,2,No,1,4.43,Low,Diverse,91.01,3063.19,10,No,59,2.87
2274,30-05-2018,20-11-1987,38,Mid Age,Non-Binary,Medium,HR,Fresher,"Engineer, water",Terminated,58,Sara Hampton,Manager,18,9,3,35489.15,4195.59,0,4,46,38,17,Recruiter,1.43,20-11-2021,Resignation,No Promotion ,Thomas G,19,5,11,No,3,2.47,High,Diverse,65.84,1877.02,44,Yes,51,6.41
2275,13-09-2021,12-09-1976,49,Senior,Non-Binary,High,HR,Senior,Secretary/administrator,Active,175,Jason Daniels,Director,7,14,5,99418.16,15819.52,9,1,57,29,19,Referral,4.46,Active Employee,Still Working ,04-09-2023,Thomas G,44,1,14,No,3,3.55,Medium,Non-Diverse,87.24,4856.2,53,No,39,8.77
2276,11-05-2022,19-05-1975,51,Senior,Non-Binary,High,Sales,Senior,Freight forwarder,Active,313,Nicholas Hatfield,Manager,2,17,1,111821.71,18549.06,9,1,44,49,13,Job Board,1.91,Active Employee,Still Working ,No Promotion ,Patrick,40,0,10,No,4,1.63,Medium,Non-Diverse,80.62,7787.63,46,No,40,6.3
2277,03-04-2015,01-05-1983,43,Mid Age,Female,Medium,Sales,Mid Level,Media planner,Active,432,Stephanie Donovan,VP,12,10,3,67719.07,19009.18,4,8,87,24,18,Referral,3.16,Active Employee,Still Working ,No Promotion ,Arun S,21,4,2,Yes,5,4.65,High,Non-Diverse,56.61,8240.71,41,No,45,1.2
2278,04-03-2015,11-09-2004,21,Young,Male,Medium,Finance,Fresher,Sub,Active,385,Melissa Williams,Manager,12,4,1,30383.2,18715.5,0,3,20,38,20,Walk-in,3.16,Active Employee,Still Working ,No Promotion ,Patrick,10,2,7,No,0,1.71,High,Diverse,66.48,2773.65,59,Yes,37,8.67
2279,01-11-2015,15-10-1977,48,Senior,Male,Medium,Finance,Senior,"Sales professional, IT",On Leave,153,Annette Ball,Manager,8,17,3,51662.65,2389.63,9,3,61,10,12,Walk-in,3.77,Active Employee,Still Working ,No Promotion ,Arun S,31,3,5,No,0,1.7,Medium,Non-Diverse,79.02,2020.02,29,Yes,47,8.62
2280,17-04-2016,04-08-1991,34,Mid Age,Male,High,HR,Fresher,Barrister's clerk,Terminated,89,Benjamin Sims,Director,8,5,4,100780.73,10008.46,2,0,72,37,3,Walk-in,2.62,11-11-2017,Retirement,06-11-2018,Arun S,19,1,4,Yes,2,1.39,Medium,Non-Diverse,72.2,9105.93,38,Yes,47,1.54
2281,28-08-2020,20-03-1972,54,Senior,Male,High,HR,Fresher,Adult guidance worker,Active,457,Louis Clark,Director,3,1,1,91023.98,7508.66,0,0,24,7,9,Recruiter,2.41,Active Employee,Still Working ,30-12-2020,Thomas G,30,0,2,No,3,4.7,Medium,Non-Diverse,57.6,2472.84,48,No,58,9.02
2282,12-07-2024,23-02-1976,50,Senior,Female,Medium,Sales,Senior,Maintenance engineer,On Leave,150,Samantha Underwood,Manager,5,10,5,54465.62,18392.59,10,2,0,7,1,Job Board,1.77,Active Employee,Still Working ,16-11-2024,Thomas G,50,1,6,Yes,0,2.13,Low,Diverse,94.67,5137.9,48,Yes,33,1.53
2283,02-02-2020,15-10-1974,51,Senior,Female,Medium,Finance,Fresher,Press sub,Terminated,162,David Huber,VP,8,13,5,39618.93,1389.18,0,8,27,33,19,Recruiter,4.86,29-11-2024,Layoff,05-09-2021,Arun S,15,1,1,Yes,1,2.67,Medium,Diverse,70.48,6528.14,38,No,59,7.01
2284,27-11-2024,06-11-1986,39,Mid Age,Female,High,Sales,Fresher,"Engineer, chemical",On Leave,397,Tracy Estrada,VP,1,17,2,78730.85,10392.37,0,10,3,15,8,Walk-in,2.25,Active Employee,Still Working ,No Promotion ,Thomas G,35,0,17,No,0,3.26,Medium,Non-Diverse,75.96,1230.31,6,No,51,1.79
2285,13-08-2015,24-06-1989,36,Mid Age,Non-Binary,Medium,IT,Fresher,Banker,Active,394,Dylan Thomas,Director,4,13,2,38710.49,5180.75,2,6,88,47,6,Walk-in,4.61,Active Employee,Still Working ,05-02-2021,Patrick,8,0,6,Yes,2,3.82,High,Diverse,97.09,7383.47,23,No,42,8.48
2286,17-02-2023,22-01-2003,23,Young,Female,Medium,IT,Senior,"Nurse, mental health",Active,302,Carrie Lang,Manager,12,8,3,38403.64,5344.83,10,5,7,37,10,Recruiter,4.82,Active Employee,Still Working ,27-06-2023,Patrick,22,4,12,No,0,4.74,Low,Diverse,60.8,6723.27,22,No,43,1.62
2287,25-03-2016,24-08-1966,59,Senior,Male,Medium,IT,Mid Level,Bonds trader,Active,859,Nancy Harris,Manager,0,9,4,63917.73,13549.22,4,9,85,22,3,Job Board,2.46,Active Employee,Still Working ,05-01-2018,Patrick,42,2,14,No,2,1.43,Medium,Non-Diverse,83.21,1637.45,36,Yes,36,4.93
2288,05-09-2021,20-07-1987,38,Mid Age,Male,High,IT,Mid Level,"Designer, blown glass/stained glass",Terminated,874,Kevin Lopez,Director,12,9,4,84619.72,11142.78,4,2,33,13,7,Job Board,3.4,21-09-2023,None,29-10-2024,Arun S,19,1,11,Yes,0,2.87,Medium,Diverse,92.45,6510.85,53,Yes,43,8.16
2289,30-09-2019,15-01-2003,23,Young,Female,Medium,IT,Fresher,Garment/textile technologist,Terminated,522,Christina Carey,Manager,4,20,5,69424.38,16066.3,0,4,49,31,19,Referral,1.57,11-07-2020,Layoff,No Promotion ,Thomas G,48,0,9,No,4,2.05,Low,Diverse,75.07,3429.28,45,Yes,51,2.62
2290,17-05-2017,01-10-2001,24,Young,Non-Binary,High,Marketing,Senior,IT technical support officer,Active,522,Heather Morris,VP,20,14,5,117595.39,18823.73,6,1,22,35,6,Referral,2.79,Active Employee,Still Working ,No Promotion ,Thomas G,28,3,2,No,2,3.18,Medium,Non-Diverse,59.56,5294.68,41,Yes,51,4.97
2291,21-01-2023,14-02-1964,62,Senior,Male,High,Finance,Senior,Bonds trader,Active,884,Benjamin Hess,Director,6,15,5,99924.43,13558.95,7,8,35,26,6,Recruiter,1.52,Active Employee,Still Working ,No Promotion ,Arun S,30,1,3,Yes,3,1.11,High,Diverse,71.25,5567.45,26,No,40,5.34
2292,07-05-2018,01-05-1990,36,Mid Age,Male,High,Finance,Mid Level,"Scientist, clinical (histocompatibility and immunogenetics)",Active,391,Ashley Cox,Director,6,12,3,90655.57,13818.57,3,2,85,47,16,Referral,3.61,Active Employee,Still Working ,No Promotion ,Patrick,28,0,5,No,2,3.2,Medium,Diverse,76.72,3779.15,42,No,31,3.75
2293,26-09-2021,09-10-1987,38,Mid Age,Male,Medium,HR,Senior,"Education officer, community",Active,116,Justin Perry,VP,0,9,4,30203.09,17470.03,6,3,35,26,14,Walk-in,2.72,Active Employee,Still Working ,19-04-2022,Arun S,48,2,5,Yes,1,4.43,Medium,Diverse,92.99,3706.42,44,Yes,31,2.98
2294,07-10-2020,17-01-2000,26,Young,Female,Medium,Finance,Mid Level,Hospital doctor,Active,371,Gary Cook,Director,5,10,4,60292.53,7231.3,5,8,60,3,0,Walk-in,1.04,Active Employee,Still Working ,23-08-2024,Thomas G,9,0,12,No,3,3.21,Medium,Non-Diverse,90.09,6529.27,44,No,35,4.79
2295,27-07-2016,17-03-1968,58,Senior,Male,High,Finance,Mid Level,Accommodation manager,Active,823,Michelle Yang,VP,15,0,5,100748.94,13872.71,4,0,24,12,7,Walk-in,2.64,Active Employee,Still Working ,No Promotion ,Arun S,34,3,7,No,3,4.75,Medium,Diverse,58.61,1700.48,19,Yes,40,2.35
2296,08-03-2015,16-08-1978,47,Senior,Non-Binary,High,HR,Senior,Veterinary surgeon,Active,479,Jordan Harris,Manager,18,15,1,80349.84,5740.31,8,9,59,41,4,Job Board,1.55,Active Employee,Still Working ,15-11-2021,Arun S,12,2,11,Yes,4,1.86,Medium,Non-Diverse,78.73,4884.87,27,Yes,49,5.72
2297,24-12-2022,07-02-1974,52,Senior,Male,High,IT,Senior,Medical illustrator,On Leave,961,Jessica Orozco,Director,5,7,2,71253.47,7153.11,9,1,52,27,14,Walk-in,4.92,Active Employee,Still Working ,06-08-2024,Thomas G,31,0,6,Yes,3,1.82,Medium,Non-Diverse,72.09,6371.3,15,No,30,8.82
2298,02-08-2015,30-07-1981,44,Mid Age,Male,Medium,HR,Senior,"Psychologist, prison and probation services",Terminated,663,Jose Michael,Director,16,19,1,40271.24,10449.48,9,10,32,29,9,Walk-in,3.37,05-04-2019,Layoff,20-04-2019,Thomas G,6,0,2,No,2,2.86,Medium,Non-Diverse,80.11,8647.14,35,No,30,9.58
2299,29-11-2017,22-07-1965,60,Senior,Female,High,HR,Mid Level,IT trainer,Terminated,909,Roger Tucker,VP,0,8,3,114833.1,7579.12,3,8,14,6,0,Walk-in,4.59,11-08-2018,None,No Promotion ,Arun S,32,1,18,Yes,4,4.81,Medium,Non-Diverse,70.58,5389.22,16,Yes,45,1.61
2300,14-01-2020,01-11-1962,63,Senior,Non-Binary,High,Marketing,Fresher,Food technologist,Active,304,Brian Lopez,VP,8,19,4,86405.01,11811.42,0,6,91,10,12,Job Board,4.54,Active Employee,Still Working ,No Promotion ,Arun S,11,5,17,Yes,2,4.82,Low,Diverse,82.85,5376.54,17,No,30,4.33
2301,04-08-2024,16-09-1963,62,Senior,Non-Binary,High,Sales,Senior,Health and safety inspector,Terminated,704,Shawn Cobb,Director,9,8,1,105661.43,9523.16,7,3,6,12,14,Recruiter,4.91,29-01-2025,Resignation,07-09-2024,Thomas G,47,2,13,No,4,3.91,Medium,Diverse,61.23,9718.03,59,Yes,56,2.53
2302,03-11-2021,04-12-1999,26,Young,Female,High,Marketing,Senior,Physiological scientist,Active,925,Theodore Roman,Director,2,4,4,74427.13,11287.63,9,3,78,11,12,Referral,4.25,Active Employee,Still Working ,11-04-2024,Arun S,22,0,5,Yes,2,1.55,Low,Non-Diverse,60.58,8628.06,23,Yes,44,7.25
